numero,descricao,bug,tech_debt,repo,ultima_alteracao,ideia,para_rodar,em_progresso,para_homologacao,em_homologacao,em_producao,aprendemos,cycle_time,lead_time
208,Órgãos não estão retornando na busca,true,false,servicosgovbr/guia-de-servicos,05/07/15 17:38,04/27/15 12:04,04/27/15 12:04,04/27/15 12:04,04/27/15 12:04,04/27/15 12:04,04/27/15 12:04,04/28/15 02:43,1,1
207,"Remover link de ""Sobre o guia"" da página ""Mapa do Site""",true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,04/27/15 10:26,04/27/15 12:07,04/27/15 12:07,04/27/15 12:07,04/27/15 12:07,04/27/15 12:07,04/28/15 14:17,1,1
206,"Erro é exibido para o usuário ao tentar acessar a página ""Sobre o guia"" (remover opção do rodapé)",false,false,servicosgovbr/guia-de-servicos,04/24/15 18:44,04/24/15 18:39,04/24/15 18:44,04/24/15 18:44,04/24/15 18:44,04/24/15 18:44,04/24/15 18:44,04/24/15 18:44,1,1
205,O texto do campo busca está sendo exibido em branco (fundo também em branco) com alto contraste habilitado,true,false,servicosgovbr/guia-de-servicos,04/24/15 18:39,04/24/15 18:11,04/24/15 18:33,04/24/15 18:33,04/24/15 18:33,04/24/15 18:33,04/24/15 18:33,04/24/15 18:39,1,1
204,Alto Contraste não permanece habilitado entre as sessões/navegação,true,false,servicosgovbr/guia-de-servicos,04/30/15 12:56,04/24/15 17:59,04/24/15 18:00,04/24/15 18:00,04/24/15 18:00,04/24/15 18:00,04/24/15 18:00,04/30/15 12:56,1,6
203,Navegação por tab no Safari quebrada,true,false,servicosgovbr/guia-de-servicos,04/27/15 14:05,04/24/15 17:41,04/24/15 17:43,04/24/15 17:43,04/24/15 17:43,04/24/15 17:43,04/24/15 17:43,04/27/15 13:58,1,3
202,VoiceOver não lê campo de busca,true,false,servicosgovbr/guia-de-servicos,05/06/15 17:45,04/24/15 17:00,04/24/15 17:11,04/24/15 17:11,04/24/15 17:11,04/24/15 17:11,04/24/15 17:11,05/06/15 17:45,1,12
201,Elementos do rodapé não possuem texto alternativo,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,04/24/15 16:48,04/24/15 16:48,04/24/15 16:48,04/24/15 16:48,04/24/15 16:48,04/24/15 16:48,04/28/15 14:17,1,4
200,Revisar site dentro das versões do Internet Explorer,false,false,servicosgovbr/guia-de-servicos,05/19/15 10:24,04/24/15 12:08,04/24/15 12:08,04/24/15 12:08,04/24/15 12:08,04/24/15 12:08,04/24/15 12:08,,1,
199,'Voltar para o topo' quebrando,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,04/24/15 01:15,04/24/15 01:15,04/24/15 01:15,04/24/15 01:15,04/24/15 01:15,04/24/15 01:15,04/28/15 14:17,1,5
198,Formulário de feedback não está responsivo,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,04/24/15 01:14,04/24/15 01:14,04/24/15 01:14,04/24/15 01:14,04/24/15 01:14,04/24/15 01:14,04/28/15 14:17,1,5
197,'Buscar' exibido com pouca margem,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,04/24/15 01:11,04/24/15 01:11,04/24/15 01:11,04/24/15 01:11,04/24/15 01:11,04/24/15 01:11,04/28/15 14:17,1,5
196,Barra de acessibilidade quebrada,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,04/24/15 01:06,04/24/15 01:06,04/24/15 01:06,04/24/15 01:06,04/24/15 01:06,04/24/15 01:06,04/28/15 14:17,1,5
195,Títulos com palavras grandes quebram layout,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,04/24/15 01:05,04/24/15 01:05,04/24/15 01:05,04/24/15 01:05,04/24/15 01:05,04/24/15 01:05,04/28/15 14:17,1,5
194,Enviar feedbacks por email,false,false,servicosgovbr/guia-de-servicos,05/14/15 14:32,04/23/15 10:18,04/23/15 10:18,04/23/15 10:18,04/23/15 10:18,04/23/15 10:18,04/23/15 10:18,,1,
193,Botão expansível do menu não mostra o cursor: pointer,true,false,servicosgovbr/guia-de-servicos,04/27/15 14:30,04/22/15 11:32,04/22/15 11:32,04/22/15 11:32,04/22/15 11:32,04/22/15 11:32,04/22/15 11:32,04/27/15 14:30,1,5
192,Listas markdown não estilizadas,true,false,servicosgovbr/guia-de-servicos,04/27/15 13:54,04/21/15 03:04,04/21/15 03:04,04/21/15 03:04,04/21/15 03:04,04/21/15 03:04,04/21/15 03:04,04/27/15 13:54,1,6
191,"No cabeçalho, o item ""Ir para a busca #3"" não está funcionando",true,false,servicosgovbr/guia-de-servicos,04/27/15 13:45,04/20/15 16:36,04/20/15 16:36,04/20/15 16:36,04/20/15 16:36,04/20/15 16:36,04/20/15 16:36,04/27/15 13:45,1,7
190,Ajustes nas migalhas-de-pão,false,false,servicosgovbr/guia-de-servicos,05/14/15 09:50,04/20/15 16:33,04/20/15 16:33,04/20/15 16:33,04/20/15 16:33,04/20/15 16:33,04/20/15 16:33,,1,
189,Rodapé #footer-brasil não está correto em alto constraste,true,false,servicosgovbr/guia-de-servicos,04/21/15 02:47,04/20/15 16:31,04/20/15 16:31,04/20/15 16:31,04/20/15 16:31,04/20/15 16:31,04/20/15 16:31,04/21/15 02:47,1,1
188,"Em alto constraste, texto e ícone da linha da vida estão #fff e deveriam estar #000",true,false,servicosgovbr/guia-de-servicos,04/21/15 03:14,04/20/15 16:28,04/20/15 16:28,04/20/15 16:28,04/20/15 16:28,04/20/15 16:28,04/20/15 16:28,04/21/15 03:14,1,1
187,Trocar ícone de busca atual (verde) por ícone de busca do font-awesome,true,false,servicosgovbr/guia-de-servicos,04/21/15 03:14,04/20/15 15:38,04/20/15 15:38,04/20/15 15:38,04/20/15 15:38,04/20/15 15:38,04/20/15 15:38,04/21/15 03:14,1,1
186,Política de backup do ElasticSearch,false,false,servicosgovbr/guia-de-servicos,05/20/15 22:54,04/17/15 16:22,04/17/15 16:22,04/17/15 16:22,04/17/15 16:22,04/17/15 16:22,04/17/15 16:22,,1,
185,Mapear planilha de linhas da vida na importação,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:23,04/17/15 15:42,04/17/15 15:42,04/17/15 15:42,04/17/15 15:42,04/17/15 15:42,04/17/15 15:42,,1,
184,vagrant-cachier não está funcionando,false,true,servicosgovbr/guia-de-servicos,05/01/15 12:42,04/17/15 14:15,04/17/15 14:15,04/17/15 14:15,04/17/15 14:15,04/17/15 14:15,04/17/15 14:15,,1,
183,CSS do site no gitbook,false,false,servicosgovbr/guia-de-servicos,04/28/15 12:12,04/15/15 14:06,04/28/15 12:12,04/28/15 12:12,04/28/15 12:12,04/28/15 12:12,04/28/15 12:12,,1,
182,Scripts de instalação em dev,false,false,servicosgovbr/guia-de-servicos,05/01/15 12:42,04/15/15 11:34,04/15/15 11:34,04/15/15 11:34,04/15/15 11:34,04/15/15 11:34,04/15/15 11:34,,1,
181,dev.servicos.gov.br,false,false,servicosgovbr/guia-de-servicos,04/27/15 15:06,04/14/15 15:44,04/14/15 15:44,04/14/15 15:44,04/14/15 15:44,04/14/15 15:44,04/14/15 15:44,04/27/15 15:06,1,13
180,Relacionar linhas da vida a ícones do Font-Awesome,false,false,servicosgovbr/guia-de-servicos,05/14/15 11:37,04/14/15 12:32,04/14/15 12:32,04/14/15 12:32,04/14/15 12:32,04/14/15 12:32,04/14/15 12:32,,1,
179,Roteiro e estrutura do teste de usabilidade,false,false,servicosgovbr/guia-de-servicos,05/01/15 12:42,04/14/15 12:07,04/14/15 12:07,04/14/15 12:07,04/14/15 12:07,04/14/15 12:07,04/14/15 12:07,,1,
178,Destaques continuam exibidos em 3 colunas,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,04/13/15 15:31,04/13/15 15:31,04/13/15 15:31,04/13/15 15:31,04/13/15 15:31,04/13/15 15:31,04/28/15 14:17,1,15
177,Remover as opções Fale com o Governo e Sobre o Guia do menu,false,false,servicosgovbr/guia-de-servicos,05/14/15 09:52,04/13/15 10:14,04/13/15 10:15,04/13/15 10:15,04/13/15 10:15,04/13/15 10:15,04/13/15 10:15,,1,
176,"""x"" na mensagem de pedido de feedback não fecha a mensagem",true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,04/10/15 11:51,04/10/15 14:09,04/10/15 14:09,04/10/15 14:09,04/10/15 14:09,04/10/15 14:09,04/28/15 14:17,1,18
175,PDF da carta de serviços,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:20,04/09/15 16:57,04/09/15 16:57,04/09/15 16:57,04/09/15 16:57,04/09/15 16:57,04/09/15 16:57,,1,
174,Importar serviços legados,false,false,servicosgovbr/guia-de-servicos,04/28/15 15:08,04/09/15 16:53,04/09/15 16:53,04/09/15 16:53,04/09/15 16:53,04/09/15 16:53,04/09/15 16:53,04/28/15 15:08,1,19
173,Importar XML do repositório novo,false,false,servicosgovbr/guia-de-servicos,04/09/15 16:51,04/09/15 16:51,04/09/15 16:51,04/09/15 16:51,04/09/15 16:51,04/09/15 16:51,04/09/15 16:51,,1,
172,Persistir feedback,false,false,servicosgovbr/guia-de-servicos,05/01/15 12:42,04/09/15 16:44,04/09/15 16:44,04/09/15 16:44,04/09/15 16:44,04/09/15 16:44,04/09/15 16:44,,1,
171,Piwik em ambiente de desenvolvimento,false,false,servicosgovbr/guia-de-servicos,05/20/15 14:31,04/09/15 14:44,04/09/15 17:51,04/09/15 17:51,04/09/15 17:51,04/09/15 17:51,04/09/15 17:51,,1,
170,"Erro ao fazer uma busca contendo ""/""",true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,04/08/15 10:52,04/08/15 10:52,04/08/15 10:52,04/08/15 10:52,04/08/15 10:52,04/08/15 10:52,04/28/15 14:17,1,20
169,Articular inclusão da descrição do órgão no SIORG,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:20,04/07/15 15:31,04/14/15 10:12,04/14/15 10:12,04/14/15 10:12,04/14/15 10:12,04/14/15 10:12,,1,
168,Personalizar apresentação de destaques,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:48,04/07/15 14:57,04/14/15 10:13,04/14/15 10:13,04/14/15 10:13,04/14/15 10:13,04/14/15 10:13,,1,
167,Ícones por Área de Interesse,false,false,servicosgovbr/guia-de-servicos,04/28/15 14:32,04/06/15 15:36,04/06/15 15:36,04/06/15 15:36,04/06/15 15:36,04/06/15 15:36,04/06/15 15:36,,1,
166,Criar Token e Site ID Piwik,false,false,servicosgovbr/guia-de-servicos,05/20/15 17:25,04/06/15 10:38,04/06/15 10:38,04/06/15 10:38,04/06/15 10:38,04/06/15 10:38,04/06/15 10:38,,1,
165,Cabeçalho e rodapé no tema branco,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:53,03/31/15 14:27,03/31/15 14:27,03/31/15 14:27,03/31/15 14:27,03/31/15 14:27,03/31/15 14:27,,1,
164,Revisar documentação p/ R0,false,false,servicosgovbr/guia-de-servicos,05/14/15 09:57,03/31/15 11:06,03/31/15 11:06,03/31/15 11:06,03/31/15 11:06,03/31/15 11:06,03/31/15 11:06,,1,
163,Revisão de conteúdo,false,false,servicosgovbr/guia-de-servicos,04/15/15 11:48,03/31/15 10:48,03/31/15 10:48,03/31/15 10:48,03/31/15 10:48,03/31/15 10:48,03/31/15 10:48,04/15/15 11:47,1,15
162,Colapso no menu de navegação,false,false,servicosgovbr/guia-de-servicos,05/14/15 09:58,03/30/15 16:41,03/30/15 18:06,03/30/15 18:06,03/30/15 18:06,03/30/15 18:06,03/30/15 18:06,,1,
161,Alguns elementos da página não respeitam alto contraste,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,03/30/15 16:10,03/30/15 16:10,03/30/15 16:10,03/30/15 16:10,03/30/15 16:10,03/30/15 16:10,04/28/15 14:17,1,29
160,"Exibir ""Informações Úteis""",false,false,servicosgovbr/guia-de-servicos,05/12/15 08:25,03/26/15 16:13,03/26/15 16:13,03/26/15 16:13,03/26/15 16:13,03/26/15 16:13,03/26/15 16:13,,1,
159,Analisar feedbacks sobre formulário único,false,false,servicosgovbr/guia-de-servicos,04/14/15 10:50,03/25/15 15:14,03/25/15 15:14,03/25/15 15:14,03/25/15 15:14,03/25/15 15:14,03/25/15 15:14,04/14/15 10:50,1,20
158,Aprimorar texto das Perguntas Frequentes,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:48,03/24/15 16:25,03/24/15 16:25,03/24/15 16:25,03/24/15 16:25,03/24/15 16:25,03/24/15 16:25,,1,
157,Feedback de busca vazia,false,false,servicosgovbr/guia-de-servicos,05/14/15 11:05,03/24/15 16:17,03/24/15 16:17,03/24/15 16:17,03/24/15 16:17,03/24/15 16:17,03/24/15 16:17,,1,
156,Integração com o Buscador do governo,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:49,03/24/15 16:12,03/24/15 16:12,03/24/15 16:12,03/24/15 16:12,03/24/15 16:12,03/24/15 16:12,,1,
155,Destaques escolhidos manualmente,false,false,servicosgovbr/guia-de-servicos,05/14/15 16:33,03/24/15 16:09,03/24/15 16:09,03/24/15 16:09,03/24/15 16:09,03/24/15 16:09,03/24/15 16:09,,1,
154,Destaques automáticos alimentados por Piwik/Google Analytics,false,false,servicosgovbr/guia-de-servicos,03/24/15 16:44,03/24/15 16:09,03/24/15 16:09,03/24/15 16:09,03/24/15 16:09,03/24/15 16:09,03/24/15 16:09,03/24/15 16:43,1,1
153,Destaque sazonal na página inicial,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:49,03/24/15 16:07,03/24/15 16:07,03/24/15 16:07,03/24/15 16:07,03/24/15 16:07,03/24/15 16:07,,1,
152,[spike] Agregadores dinâmicos/genéricos,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:54,03/24/15 15:59,03/24/15 15:59,03/24/15 15:59,03/24/15 15:59,03/24/15 15:59,03/24/15 15:59,05/14/15 18:57,1,51
151,"Órgão: remover destaques, ordem alfabética",false,false,servicosgovbr/guia-de-servicos,05/14/15 11:52,03/24/15 15:49,03/24/15 15:49,03/24/15 15:49,03/24/15 15:49,03/24/15 15:49,03/24/15 15:49,,1,
150,Aprimorar seleção de destaques,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:53,03/24/15 15:40,03/24/15 15:40,03/24/15 15:40,03/24/15 15:40,03/24/15 15:40,03/24/15 15:40,,1,
149,Aprimorar página do órgão,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:48,03/24/15 15:35,03/24/15 15:35,03/24/15 15:35,03/24/15 15:35,03/24/15 15:35,03/24/15 15:35,,1,
148,Paginação dos resultados de busca,false,false,servicosgovbr/guia-de-servicos,05/14/15 09:59,03/24/15 15:09,03/24/15 15:09,03/24/15 15:09,03/24/15 15:09,03/24/15 15:09,03/24/15 15:09,,1,
147,Contador de resultados de busca,false,false,servicosgovbr/guia-de-servicos,05/14/15 09:59,03/24/15 15:08,03/24/15 15:08,03/24/15 15:08,03/24/15 15:08,03/24/15 15:08,03/24/15 15:08,,1,
146,Aprimorar pedido de feedback,false,false,servicosgovbr/guia-de-servicos,05/14/15 11:07,03/24/15 15:00,03/24/15 15:00,03/24/15 15:00,03/24/15 15:00,03/24/15 15:00,03/24/15 15:00,,1,
145,Aprimorar seleção por público atendido,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:58,03/24/15 14:59,03/24/15 14:59,03/24/15 14:59,03/24/15 14:59,03/24/15 14:59,03/24/15 14:59,,1,
144,Feedback complementar no topo da Início,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:01,03/24/15 14:55,03/24/15 14:55,03/24/15 14:55,03/24/15 14:55,03/24/15 14:55,03/24/15 14:55,,1,
143,Navegação pela tecla tab,false,false,servicosgovbr/guia-de-servicos,05/20/15 14:51,03/24/15 14:47,03/24/15 14:47,03/24/15 14:47,03/24/15 14:47,03/24/15 14:47,03/24/15 14:47,,1,
142,Revisão do conteúdo,false,false,servicosgovbr/guia-de-servicos,05/14/15 14:47,03/24/15 14:45,03/24/15 14:45,03/24/15 14:45,03/24/15 14:45,03/24/15 14:45,03/24/15 14:45,,1,
141,"""Porte de armas"" aparece em ""Adolescentes""",false,false,servicosgovbr/guia-de-servicos,03/27/15 14:03,03/23/15 14:18,03/23/15 14:18,03/23/15 14:18,03/23/15 14:18,03/23/15 14:18,03/23/15 14:18,03/25/15 14:14,1,2
140,sitemap.xml,false,false,servicosgovbr/guia-de-servicos,05/19/15 11:22,03/20/15 14:27,03/20/15 14:29,03/20/15 14:29,03/20/15 14:29,03/20/15 14:29,03/20/15 14:29,,1,
139,Teste automatizado para links quebrados (retornam status 404),false,false,servicosgovbr/guia-de-servicos,03/24/15 16:45,03/20/15 14:25,03/20/15 14:33,03/20/15 14:33,03/20/15 14:33,03/20/15 14:33,03/20/15 14:33,03/20/15 14:33,1,1
138,Busca exibida incorretamente (browser modo mobile),true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,03/20/15 14:24,03/24/15 09:17,03/24/15 09:17,03/24/15 09:17,03/24/15 09:17,03/24/15 09:17,04/28/15 14:17,1,35
137,Guia de Linguagem,false,false,servicosgovbr/guia-de-servicos,05/21/15 14:33,03/20/15 12:05,03/20/15 12:05,03/20/15 12:05,03/20/15 12:05,03/20/15 12:05,03/20/15 12:05,,1,
136,Conteúdo no tema branco,false,false,servicosgovbr/guia-de-servicos,05/19/15 15:00,03/20/15 11:22,03/20/15 11:22,03/20/15 11:22,03/20/15 11:22,03/20/15 11:22,03/20/15 11:22,,1,
135,Corrigir informações do capacho,false,false,servicosgovbr/guia-de-servicos,05/12/15 08:26,03/19/15 11:38,03/19/15 11:38,03/19/15 11:38,03/19/15 11:38,03/19/15 11:38,03/19/15 11:38,,1,
134,Corrigindo o box-sizing da barra brasil,false,false,servicosgovbr/guia-de-servicos,03/19/15 11:17,03/19/15 08:47,03/19/15 08:47,03/19/15 08:47,03/19/15 08:47,03/19/15 08:47,03/19/15 08:47,03/19/15 11:17,1,1
133,Adicionando redirecionamento para o #130,false,false,servicosgovbr/guia-de-servicos,03/18/15 15:41,03/18/15 15:33,03/18/15 15:33,03/18/15 15:33,03/18/15 15:33,03/18/15 15:33,03/18/15 15:33,03/18/15 15:41,1,1
132,Levantamento de sites do governo que apontam para o guia de serviços atual,false,false,servicosgovbr/guia-de-servicos,05/16/15 00:27,03/18/15 15:27,03/18/15 15:31,03/18/15 15:31,03/18/15 15:31,03/18/15 15:31,03/18/15 15:31,,1,
131,Testes falhando por execuções de outros testes,false,true,servicosgovbr/guia-de-servicos,05/12/15 08:26,03/18/15 15:20,03/18/15 15:23,03/18/15 15:23,03/18/15 15:23,03/18/15 15:23,03/18/15 15:23,,1,
130,Compatibilidade de URLs de busca,false,false,servicosgovbr/guia-de-servicos,03/18/15 17:20,03/18/15 14:53,03/18/15 14:53,03/18/15 14:53,03/18/15 14:53,03/18/15 14:53,03/18/15 14:53,,1,
129,Serviços relacionados,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:23,03/18/15 14:31,03/18/15 14:31,03/18/15 14:31,03/18/15 14:31,03/18/15 14:31,03/18/15 14:31,,1,
128,Formulário mínimo para inserção de dados de serviço,false,false,servicosgovbr/guia-de-servicos,05/12/15 08:26,03/17/15 18:10,03/17/15 18:10,03/17/15 18:10,03/17/15 18:10,03/17/15 18:10,03/17/15 18:10,,1,
127,Retirada do atributo async da barra brasil,false,false,servicosgovbr/guia-de-servicos,03/17/15 15:56,03/17/15 15:43,03/17/15 15:43,03/17/15 15:43,03/17/15 15:43,03/17/15 15:43,03/17/15 15:43,03/17/15 15:56,1,1
126,Fix para #124 e #125,false,false,servicosgovbr/guia-de-servicos,03/17/15 13:54,03/17/15 11:30,03/17/15 11:30,03/17/15 11:30,03/17/15 11:30,03/17/15 11:30,03/17/15 11:30,03/17/15 13:54,1,1
125,Quebra de leiaute do formulário de feedback ao utilizar em um dispositivo móvel,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,03/17/15 10:43,03/17/15 10:43,03/17/15 10:43,03/17/15 10:43,03/17/15 10:43,03/17/15 10:43,04/28/15 14:17,1,42
124,Padronização do rodapé,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,03/16/15 17:21,03/16/15 17:21,03/16/15 17:21,03/16/15 17:21,03/16/15 17:21,03/16/15 17:21,04/28/15 14:17,1,43
123,Checar links quebrados,false,false,servicosgovbr/guia-de-servicos,05/15/15 14:54,03/16/15 15:54,03/16/15 15:55,03/16/15 15:55,03/16/15 15:55,03/16/15 15:55,03/16/15 15:55,05/12/15 08:42,1,57
122,Fix para #121,false,false,servicosgovbr/guia-de-servicos,03/16/15 10:34,03/16/15 10:27,03/16/15 10:27,03/16/15 10:27,03/16/15 10:27,03/16/15 10:27,03/16/15 10:27,03/16/15 10:34,1,1
121,Barra Brasil deslocada em dispositivos móveis,true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,03/15/15 09:54,03/15/15 09:54,03/15/15 09:54,03/15/15 09:54,03/15/15 09:54,03/15/15 09:54,04/28/15 14:17,1,44
120,Mapear nomes de órgãos para strings conhecidas DIET,false,false,servicosgovbr/guia-de-servicos,05/18/15 09:43,03/14/15 00:58,03/14/15 00:58,03/14/15 00:58,03/14/15 00:58,03/14/15 00:58,03/14/15 00:58,,1,
119,Montar a página do Guia de Estilos,false,false,servicosgovbr/guia-de-servicos,05/19/15 14:42,03/13/15 16:47,03/13/15 16:51,03/13/15 16:51,03/13/15 16:51,03/13/15 16:51,03/13/15 16:51,,1,
118,Mudando a posição da barra-brasil #114,false,false,servicosgovbr/guia-de-servicos,03/13/15 16:37,03/13/15 10:00,03/13/15 10:00,03/13/15 10:00,03/13/15 10:00,03/13/15 10:00,03/13/15 10:00,03/13/15 16:37,1,1
117,Redirecionar para órgão ao vir da barra brasil,false,false,servicosgovbr/guia-de-servicos,03/19/15 20:55,03/12/15 22:09,03/12/15 22:09,03/12/15 22:09,03/12/15 22:09,03/12/15 22:09,03/12/15 22:09,03/19/15 20:55,1,7
116,Busca exibida incorretamente [Samsung],true,false,servicosgovbr/guia-de-servicos,04/28/15 14:17,03/12/15 22:01,03/12/15 22:01,03/12/15 22:01,03/12/15 22:01,03/12/15 22:01,03/12/15 22:01,04/28/15 14:17,1,47
115,Visibilidade para requisitos transversais,false,false,servicosgovbr/guia-de-servicos,05/19/15 14:00,03/12/15 22:00,03/12/15 22:00,03/12/15 22:00,03/12/15 22:00,03/12/15 22:00,03/12/15 22:00,,1,
114,Revisar acessibilidade,false,false,servicosgovbr/guia-de-servicos,03/13/15 17:54,03/12/15 21:57,03/12/15 21:57,03/12/15 21:57,03/12/15 21:57,03/12/15 21:57,03/12/15 21:57,,1,
113,Limpar duplicação de itens das linhas da vida,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:06,03/12/15 21:54,03/12/15 21:54,03/12/15 21:54,03/12/15 21:54,03/12/15 21:54,03/12/15 21:54,,1,
112,"Informações da página ""Contato"" mais convenientes",false,false,servicosgovbr/guia-de-servicos,05/14/15 10:24,03/12/15 21:50,03/12/15 21:50,03/12/15 21:50,03/12/15 21:50,03/12/15 21:50,03/12/15 21:50,,1,
111,Informações sobre conta,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:25,03/12/15 21:46,03/12/15 21:47,03/12/15 21:47,03/12/15 21:47,03/12/15 21:47,03/12/15 21:47,,1,
110,Link p/ versão antiga,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:07,03/12/15 21:45,03/12/15 21:46,03/12/15 21:46,03/12/15 21:46,03/12/15 21:46,03/12/15 21:46,,1,
109,Busca avançada / filtros,false,false,servicosgovbr/guia-de-servicos,05/14/15 18:19,03/12/15 21:44,03/12/15 21:50,03/12/15 21:50,03/12/15 21:50,03/12/15 21:50,03/12/15 21:50,,1,
108,Bloco de menu contextual,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:28,03/12/15 21:42,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,,1,
107,Listar serviços por público-alvo,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:40,03/12/15 21:41,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,03/12/15 21:49,,1,
106,Lista de órgãos A-Z,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:06,03/12/15 21:41,03/12/15 21:47,03/12/15 21:47,03/12/15 21:47,03/12/15 21:47,03/12/15 21:47,,1,
105,Listar serviços por área de interesse (VCGE),false,false,servicosgovbr/guia-de-servicos,04/28/15 14:32,03/12/15 21:40,03/12/15 21:51,03/12/15 21:51,03/12/15 21:51,03/12/15 21:51,03/12/15 21:51,,1,
104,Listar serviços em ordem A-Z,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:06,03/12/15 21:40,03/12/15 21:48,03/12/15 21:48,03/12/15 21:48,03/12/15 21:48,03/12/15 21:48,,1,
103,Revisar imagem p/ OGP,false,false,servicosgovbr/guia-de-servicos,05/18/15 11:30,03/12/15 18:42,03/12/15 18:42,03/12/15 18:42,03/12/15 18:42,03/12/15 18:42,03/12/15 18:42,,1,
102,Adicionando microdata e corrigindo scss #99,false,false,servicosgovbr/guia-de-servicos,03/12/15 21:31,03/12/15 17:08,03/12/15 17:08,03/12/15 17:08,03/12/15 17:08,03/12/15 17:08,03/12/15 17:08,03/12/15 17:36,1,1
101,Adicionando dados do GovernmentOrganization para a página de serviços por órgão #80 #94,false,false,servicosgovbr/guia-de-servicos,03/12/15 21:31,03/12/15 14:08,03/12/15 14:08,03/12/15 14:08,03/12/15 14:08,03/12/15 14:08,03/12/15 14:08,03/12/15 14:22,1,1
100,Adicionar Piwik / Google Analytics,false,false,servicosgovbr/guia-de-servicos,05/12/15 08:25,03/12/15 12:50,03/12/15 12:50,03/12/15 12:50,03/12/15 12:50,03/12/15 12:50,03/12/15 12:50,,1,
99,Adicionar Google Sitelinks Searchbox,false,false,servicosgovbr/guia-de-servicos,03/24/15 17:51,03/12/15 12:47,03/12/15 12:47,03/12/15 12:47,03/12/15 12:47,03/12/15 12:47,03/12/15 12:47,,1,
98,Adicionar Google Breadcrumbs,false,false,servicosgovbr/guia-de-servicos,05/12/15 08:26,03/12/15 12:46,03/12/15 12:46,03/12/15 12:46,03/12/15 12:46,03/12/15 12:46,03/12/15 12:46,,1,
97,Revisão SEO ,false,false,servicosgovbr/guia-de-servicos,05/19/15 11:57,03/12/15 11:37,03/12/15 11:37,03/12/15 11:37,03/12/15 11:37,03/12/15 11:37,03/12/15 11:37,,1,
96,"Revisar texto ""Sobre o Guia""",false,false,servicosgovbr/guia-de-servicos,05/14/15 10:23,03/12/15 11:00,03/12/15 11:00,03/12/15 11:00,03/12/15 11:00,03/12/15 11:00,03/12/15 11:00,,1,
95,"Página ""Fale com o Governo""",false,false,servicosgovbr/guia-de-servicos,03/12/15 21:11,03/12/15 10:11,03/12/15 10:15,03/12/15 10:15,03/12/15 10:15,03/12/15 10:15,03/12/15 10:15,03/12/15 19:27,1,1
94,Métricas sendo salvas de forma incorreta ao adicionar carga à aplicação,true,false,servicosgovbr/guia-de-servicos,03/20/15 19:37,03/11/15 17:13,03/11/15 17:13,03/11/15 17:13,03/11/15 17:13,03/11/15 17:13,03/11/15 17:13,03/20/15 19:37,1,9
93,Padronizando o type retornado para a sugestão opensearch #65,false,false,servicosgovbr/guia-de-servicos,03/12/15 21:31,03/11/15 16:08,03/11/15 16:08,03/11/15 16:08,03/11/15 16:08,03/11/15 16:08,03/11/15 16:08,03/12/15 09:16,1,1
92,Revisão do grid,false,false,servicosgovbr/guia-de-servicos,05/14/15 10:10,03/09/15 17:00,03/09/15 18:34,03/09/15 18:34,03/09/15 18:34,03/09/15 18:34,03/09/15 18:34,,1,
